iteration;avg_executed;avg_worst;avg_average;avg_best
0;-35.04579797066897;-35.04579797066897;-35.04579797066897;-35.04579797066897
1;-34.35546002196192;-34.93901628955937;-34.63049920519121;-34.32198212082294
