person_id;origin;destination;mode
17280_1;work;home;
17280_2;home;secondary;
17280_2;secondary;home;
17281_1;home;secondary;
17281_1;secondary;home;
17282_1;home;work;
17282_1;work;home;
17282_2;home;secondary;
17282_2;secondary;home;
17283_1;home;work;
17283_1;work;home;
17283_2;home;work;
17283_2;work;home;
17283_3;home;work;
17283_3;work;home;
17284_1;home;secondary;
17284_1;secondary;home;
17284_2;home;secondary;
17284_2;secondary;home;
17284_3;home;secondary;
17284_3;secondary;home;
17284_4;home;work;
17284_4;work;home;
17285_1;home;secondary;
17285_1;secondary;home;
17286_1;home;secondary;
17286_1;secondary;home;
17286_2;home;work;
17286_2;work;home;
17286_3;home;work;
17286_3;work;home;
17286_4;home;work;
17286_4;work;home;
17287_1;home;work;
17287_1;work;home;
17287_2;home;secondary;
17287_2;secondary;home;
17287_4;home;secondary;
17287_4;secondary;home;
17288_1;home;secondary;
17288_1;secondary;home;
17288_2;home;secondary;
17288_2;secondary;home;
17289_1;home;secondary;
17289_1;secondary;home;
1728_1;home;work;
1728_1;work;home;
1728_2;home;secondary;
1728_2;secondary;home;
17290_1;home;work;
17290_1;work;home;
17290_2;home;secondary;
17290_2;secondary;home;
17291_1;home;work;
17291_1;work;home;
17292_1;home;work;
17292_1;work;home;
17293_1;home;work;
17293_1;work;home;
17293_2;home;work;
17293_2;work;home;
17294_1;home;work;
17294_1;work;home;
17294_2;home;work;
17294_2;work;home;
17295_1;home;work;
17295_1;work;home;
17295_2;home;work;
17295_2;work;home;
17296_1;home;work;
17296_1;work;home;
17296_2;home;secondary;
17296_2;secondary;home;
17297_1;home;secondary;
17297_1;secondary;home;
17297_2;home;secondary;
17297_2;secondary;home;
17298_1;home;work;
17298_1;work;home;
17298_2;home;secondary;
17298_2;secondary;home;
17299_1;home;secondary;
17299_1;secondary;home;
17299_2;home;secondary;
17299_2;secondary;home;
1729_1;home;secondary;
1729_1;secondary;home;
172_1;home;secondary;
172_1;secondary;home;
17300_1;home;work;
17300_1;work;home;
17301_1;home;work;
17301_1;work;home;
17302_1;home;work;
17302_1;work;home;
17302_2;home;work;
17302_2;work;home;
17303_1;home;secondary;
17303_1;secondary;home;
17303_2;home;work;
17303_2;work;home;
17304_1;home;work;
17304_1;work;home;
17304_2;home;work;
17304_2;work;home;
17305_1;home;work;
17305_1;work;home;
17305_2;home;secondary;
17305_2;secondary;home;
17306_1;home;work;
17306_1;work;home;
17306_2;home;work;
17306_2;work;home;
17307_1;home;work;
17307_1;work;home;
17307_2;home;work;
17307_2;work;home;
17307_3;home;secondary;
17307_3;secondary;home;
17308_1;home;work;
17308_1;work;home;
17308_2;home;work;
17308_2;work;home;
17309_1;home;work;
17309_1;work;home;
17309_2;home;work;
17309_2;work;home;
17309_3;home;work;
17309_3;work;home;
1730_1;home;work;
1730_1;work;home;
1730_2;home;work;
1730_2;work;home;
1730_3;home;work;
1730_3;work;home;
17310_1;home;secondary;
17310_1;secondary;home;
17311_1;home;work;
17311_1;work;home;
17311_2;home;work;
17311_2;work;home;
17312_1;home;work;
17312_1;work;home;
17312_2;home;work;
17312_2;work;home;
17313_1;home;work;
17313_1;work;home;
17313_2;home;work;
17313_2;work;home;
17314_1;home;work;
17314_1;work;home;
17315_1;home;work;
17315_1;work;home;
17315_2;home;work;
17315_2;work;home;
17316_1;home;work;
17316_1;work;home;
17316_2;home;work;
17316_2;work;home;
17317_1;home;secondary;
17317_1;secondary;home;
17318_1;home;secondary;
17318_1;secondary;home;
17318_2;home;secondary;
17318_2;secondary;home;
17319_1;home;secondary;
17319_1;secondary;home;
17319_2;home;work;
17319_2;work;home;
1731_1;home;work;
1731_1;work;home;
1731_2;home;work;
1731_2;work;home;
17320_1;home;work;
17320_1;work;home;
17321_1;home;work;
17321_1;work;home;
17321_2;home;work;
17321_2;work;home;
17322_1;home;work;
17322_1;work;home;
17322_2;home;work;
17322_2;work;home;
17323_1;home;work;
17323_1;work;home;
17323_2;home;work;
17323_2;work;home;
17323_3;home;work;
17323_3;work;home;
17324_1;home;work;
17324_1;work;home;
17325_1;home;work;
17325_1;work;home;
17326_1;home;work;
17326_1;work;home;
17326_2;home;work;
17326_2;work;home;
17327_1;home;work;
17327_1;work;home;
17327_4;home;work;
17327_4;work;home;
17328_1;home;work;
17328_1;work;home;
17328_2;home;work;
17328_2;work;home;
17329_1;home;work;
17329_1;work;home;
1732_1;home;work;
1732_1;work;home;
17330_1;home;work;
17330_1;work;home;
17330_2;home;secondary;
17330_2;secondary;home;
17331_1;home;work;
17331_1;work;home;
17332_1;home;work;
17332_1;work;home;
17332_2;home;work;
17332_2;work;home;
17333_1;home;work;
17333_1;work;home;
17333_2;home;secondary;
17333_2;secondary;home;
17334_1;home;secondary;
17334_1;secondary;home;
17334_2;home;work;
17334_2;work;home;
17335_1;home;secondary;
17335_1;secondary;home;
17336_1;home;secondary;
17336_1;secondary;home;
17337_1;home;work;
17337_1;work;home;
17337_2;home;work;
17337_2;work;home;
17338_1;home;work;
17338_1;work;home;
17338_2;home;secondary;
17338_2;secondary;home;
17339_1;home;work;
17339_1;work;home;
17339_2;home;secondary;
17339_2;secondary;home;
1733_1;home;work;
1733_1;work;home;
1733_2;home;work;
1733_2;work;home;
1733_3;home;work;
1733_3;work;home;
17340_1;home;work;
17340_1;work;home;
17340_3;home;work;
17340_3;work;home;
17341_1;home;work;
17341_1;work;home;
17341_2;home;work;
17341_2;work;home;
17341_3;home;work;
17341_3;work;home;
17341_4;home;secondary;
17341_4;secondary;home;
17342_1;home;secondary;
17342_1;secondary;home;
17342_2;home;secondary;
17342_2;secondary;home;
17343_1;home;secondary;
17343_1;secondary;home;
17344_1;home;work;
17344_1;work;home;
17344_2;home;work;
17344_2;work;home;
17345_1;home;work;
17345_1;work;home;
17345_2;home;work;
17345_2;work;home;
17346_1;home;work;
17346_1;work;home;
17346_2;home;work;
17346_2;work;home;
17346_3;home;work;
17346_3;work;home;
17347_1;home;work;
17347_1;work;home;
17347_3;home;work;
17347_3;work;home;
17348_1;home;work;
17348_1;work;home;
17349_1;home;work;
17349_1;work;home;
17349_2;home;work;
17349_2;work;home;
1734_1;home;work;
1734_1;work;home;
1734_2;home;secondary;
1734_2;secondary;home;
1734_3;home;secondary;
1734_3;secondary;home;
17350_1;home;work;
17350_1;work;home;
17351_1;home;work;
17351_1;work;home;
17351_2;home;work;
17351_2;work;home;
17352_1;home;work;
17352_1;work;home;
17352_2;home;work;
17352_2;work;home;
17352_3;home;work;
17352_3;work;home;
17353_1;home;work;
17353_1;work;home;
17353_2;home;work;
17353_2;work;home;
17354_1;home;work;
17354_1;work;home;
17354_2;home;work;
17354_2;work;home;
17355_1;home;work;
17355_1;work;home;
17355_2;home;work;
17355_2;work;home;
17356_1;home;secondary;
17356_1;secondary;home;
17357_1;home;work;
17357_1;work;home;
17357_2;home;secondary;
17357_2;secondary;home;
17357_3;home;work;
17357_3;work;home;
17357_4;home;work;
17357_4;work;home;
17358_1;home;work;
17358_1;work;home;
17358_2;home;secondary;
17358_2;secondary;home;
17359_1;home;work;
17359_1;work;home;
1735_1;home;work;
1735_1;work;home;
17360_1;home;work;
17360_1;work;home;
17360_2;home;secondary;
17360_2;secondary;home;
17361_1;home;work;
17361_1;work;home;
17361_2;home;work;
17361_2;work;home;
17362_1;home;work;
17362_1;work;home;
17362_2;home;secondary;
17362_2;secondary;home;
17363_1;home;secondary;
17363_1;secondary;home;
17364_1;home;secondary;
17364_1;secondary;home;
17365_1;home;secondary;
17365_1;secondary;home;
17365_3;home;work;
17365_3;work;home;
17365_4;home;secondary;
17365_4;secondary;home;
17365_5;home;work;
17365_5;work;home;
17365_6;home;work;
17365_6;work;home;
17365_7;home;secondary;
17365_7;secondary;home;
17366_1;home;work;
17366_1;work;home;
17366_2;home;work;
17366_2;work;home;
17367_1;home;work;
17367_1;work;home;
17367_2;home;work;
17367_2;work;home;
17368_1;home;work;
17368_1;work;home;
17368_2;home;secondary;
17368_2;secondary;home;
17369_1;home;secondary;
17369_1;secondary;home;
17369_2;home;secondary;
17369_2;secondary;home;
1736_1;home;secondary;
1736_1;secondary;home;
17370_1;home;secondary;
17370_1;secondary;home;
17370_2;home;work;
17370_2;work;home;
17371_1;home;work;
17371_1;work;home;
17371_2;home;secondary;
17371_2;secondary;home;
17372_1;home;work;
17372_1;work;home;
17372_2;home;secondary;
17372_2;secondary;home;
17373_1;home;work;
17373_1;work;home;
17373_2;home;work;
17373_2;work;home;
17374_1;home;work;
17374_1;work;home;
17374_2;home;work;
17374_2;work;home;
17375_1;home;work;
17375_1;work;home;
17375_2;home;secondary;
17375_2;secondary;home;
17376_1;home;secondary;
17376_1;secondary;home;
17376_2;home;secondary;
17376_2;secondary;home;
17377_1;home;secondary;
17377_1;secondary;home;
17378_1;home;work;
17378_1;work;home;
17378_4;home;work;
17378_4;work;home;
17379_1;home;work;
17379_1;work;home;
17379_2;home;work;
17379_2;work;home;
1737_1;home;work;
1737_1;work;home;
1737_2;home;work;
1737_2;work;home;
17380_1;home;work;
17380_1;work;home;
17380_2;home;work;
17380_2;work;home;
17381_1;home;work;
17381_1;work;home;
17381_2;home;secondary;
17381_2;secondary;home;
17382_1;home;work;
17382_1;work;home;
17382_2;home;secondary;
17382_2;secondary;home;
17382_3;home;secondary;
17382_3;secondary;home;
17383_1;home;work;
17383_1;work;home;
17383_2;home;work;
17383_2;work;home;
17384_1;home;work;
17384_1;work;home;
17384_2;home;work;
17384_2;work;home;
17385_1;home;work;
17385_1;work;home;
17385_2;home;work;
17385_2;work;home;
17386_1;home;work;
17386_1;work;home;
17387_1;home;secondary;
17387_1;secondary;home;
17387_2;home;secondary;
17387_2;secondary;home;
17388_1;home;work;
17388_1;work;home;
17388_2;home;work;
17388_2;work;home;
17389_1;home;work;
17389_1;work;home;
17389_2;home;work;
17389_2;work;home;
1738_1;home;secondary;
1738_1;secondary;home;
1738_2;home;secondary;
1738_2;secondary;home;
17390_1;home;work;
17390_1;work;home;
17390_2;home;work;
17390_2;work;home;
17391_1;home;secondary;
17391_1;secondary;home;
17392_1;home;secondary;
17392_1;secondary;home;
17392_2;home;secondary;
17392_2;secondary;home;
17392_3;home;secondary;
17392_3;secondary;home;
17392_7;home;secondary;
17392_7;secondary;home;
17393_1;home;work;
17393_1;work;home;
17393_2;home;work;
17393_2;work;home;
17394_1;home;work;
17394_1;work;home;
17394_2;home;secondary;
17394_2;secondary;home;
17395_1;home;work;
17395_1;work;home;
17395_2;home;work;
17395_2;work;home;
17395_3;home;work;
17395_3;work;home;
17396_1;home;secondary;
17396_1;secondary;home;
17396_2;home;work;
17396_2;work;home;
17397_1;home;secondary;
17397_1;secondary;home;
17398_1;home;work;
17398_1;work;home;
17398_2;home;secondary;
17398_2;secondary;home;
17398_3;home;work;
17398_3;work;home;
17398_4;home;work;
17398_4;work;home;
17399_1;home;work;
17399_1;work;home;
17399_2;home;work;
17399_2;work;home;
1739_1;home;secondary;
1739_1;secondary;home;
173_1;home;secondary;
173_1;secondary;home;
173_2;home;work;
173_2;work;home;
17400_1;home;work;
17400_1;work;home;
17400_2;home;work;
17400_2;work;home;
17401_1;home;work;
17401_1;work;home;
17401_2;home;secondary;
17401_2;secondary;home;
17402_1;home;work;
17402_1;work;home;
17402_2;home;work;
17402_2;work;home;
17403_1;home;work;
17403_1;work;home;
17403_2;home;work;
17403_2;work;home;
17404_1;home;work;
17404_1;work;home;
17405_1;home;work;
17405_1;work;home;
17406_1;home;work;
17406_1;work;home;
17406_2;home;secondary;
17406_2;secondary;home;
17406_3;home;secondary;
17406_3;secondary;home;
17407_1;home;secondary;
17407_1;secondary;home;
17407_2;home;secondary;
17407_2;secondary;home;
17408_1;home;secondary;
17408_1;secondary;home;
17409_1;home;work;
17409_1;work;home;
17409_2;home;work;
17409_2;work;home;
1740_1;home;secondary;
1740_1;secondary;home;
17410_1;home;work;
17410_1;work;home;
17410_2;home;work;
17410_2;work;home;
17411_1;home;work;
17411_1;work;home;
17412_1;home;secondary;
17412_1;secondary;home;
17412_2;home;secondary;
17412_2;secondary;home;
17412_3;home;secondary;
17412_3;secondary;home;
17412_4;home;work;
17412_4;work;home;
17413_1;home;secondary;
17413_1;secondary;home;
17413_2;home;secondary;
17413_2;secondary;home;
17413_3;home;secondary;
17413_3;secondary;home;
17413_4;home;work;
17413_4;work;home;
17414_1;home;work;
17414_1;work;home;
17415_1;home;work;
17415_1;work;home;
17415_2;home;work;
17415_2;work;home;
17416_1;home;work;
17416_1;work;home;
17416_2;home;work;
17416_2;work;home;
17417_1;home;work;
17417_1;work;home;
17417_4;home;work;
17417_4;work;home;
17418_1;home;work;
17418_1;work;home;
17418_2;home;secondary;
17418_2;secondary;home;
17419_1;home;secondary;
17419_1;secondary;home;
17419_2;home;secondary;
17419_2;secondary;home;
17419_3;home;work;
17419_3;work;home;
1741_1;home;secondary;
1741_1;secondary;home;
17420_1;home;work;
17420_1;work;home;
17420_4;home;work;
17420_4;work;home;
17421_1;home;secondary;
17421_1;secondary;home;
17421_2;home;work;
17421_2;work;home;
17422_1;home;work;
17422_1;work;home;
17422_2;home;secondary;
17422_2;secondary;home;
17423_1;home;work;
17423_1;work;home;
17424_1;home;work;
17424_1;work;home;
17424_2;home;secondary;
17424_2;secondary;home;
17425_1;home;secondary;
17425_1;secondary;home;
17426_1;home;work;
17426_1;work;home;
17426_2;home;secondary;
17426_2;secondary;home;
17427_1;home;secondary;
17427_1;secondary;home;
17427_2;home;secondary;
17427_2;secondary;home;
17428_1;home;secondary;
17428_1;secondary;home;
17428_2;home;work;
17428_2;work;home;
17429_1;home;work;
17429_1;work;home;
1742_1;home;work;
1742_1;work;home;
1742_3;home;work;
1742_3;work;home;
17430_1;home;work;
17430_1;work;home;
17431_1;home;secondary;
17431_1;secondary;home;
17432_1;home;work;
17432_1;work;home;
17432_2;home;work;
17432_2;work;home;
17433_1;home;work;
17433_1;work;home;
17433_2;home;work;
17433_2;work;home;
17434_1;home;work;
17434_1;work;home;
17434_2;home;work;
17434_2;work;home;
17434_3;home;work;
17434_3;work;home;
17435_1;home;work;
17435_1;work;home;
17435_2;home;secondary;
17435_2;secondary;home;
17436_1;home;work;
17436_1;work;home;
17436_2;home;work;
17436_2;work;home;
17437_1;home;work;
17437_1;work;home;
17437_2;home;work;
17437_2;work;home;
17438_1;home;secondary;
17438_1;secondary;home;
17438_2;home;secondary;
17438_2;secondary;home;
17439_1;home;work;
17439_1;work;home;
17439_2;home;secondary;
17439_2;secondary;home;
1743_1;home;secondary;
1743_1;secondary;home;
17440_1;home;work;
17440_1;work;home;
17440_2;home;secondary;
17440_2;secondary;home;
17441_1;home;work;
17441_1;work;home;
17441_4;home;work;
17441_4;work;home;
17442_1;home;work;
17442_1;work;home;
17442_2;home;work;
17442_2;work;home;
17443_1;home;work;
17443_1;work;home;
17444_1;home;work;
17444_1;work;home;
17445_1;home;work;
17445_1;work;home;
17445_2;home;secondary;
17445_2;secondary;home;
17446_1;home;work;
17446_1;work;home;
17446_2;home;work;
17446_2;work;home;
17447_1;home;work;
17447_1;work;home;
17447_5;home;work;
17447_5;work;home;
17448_1;home;work;
17448_1;work;home;
17448_2;home;work;
17448_2;work;home;
17449_1;home;secondary;
17449_1;secondary;home;
17449_2;home;work;
17449_2;work;home;
1744_1;home;work;
1744_1;work;home;
1744_2;home;work;
1744_2;work;home;
17450_1;home;work;
17450_1;work;home;
17451_1;home;work;
17451_1;work;home;
17451_2;home;work;
17451_2;work;home;
17452_1;home;secondary;
17452_1;secondary;home;
17452_2;home;secondary;
17452_2;secondary;home;
17453_1;home;secondary;
17453_1;secondary;home;
17453_2;home;work;
17453_2;work;home;
17454_1;home;work;
17454_1;work;home;
17454_2;home;work;
17454_2;work;home;
17454_3;home;work;
17454_3;work;home;
17455_1;home;secondary;
17455_1;secondary;home;
17455_2;home;secondary;
17455_2;secondary;home;
17456_1;home;work;
17456_1;work;home;
17456_2;home;work;
17456_2;work;home;
17457_1;home;work;
17457_1;work;home;
17457_2;home;secondary;
17457_2;secondary;home;
17458_1;home;work;
17458_1;work;home;
17459_1;home;secondary;
17459_1;secondary;home;
17459_2;home;secondary;
17459_2;secondary;home;
1745_1;home;work;
1745_1;work;home;
17460_1;home;work;
17460_1;work;home;
17460_2;home;work;
17460_2;work;home;
17461_1;home;work;
17461_1;work;home;
17461_2;home;work;
17461_2;work;home;
17462_1;home;secondary;
17462_1;secondary;home;
17462_2;home;secondary;
17462_2;secondary;home;
17463_1;home;work;
17463_1;work;home;
17463_2;home;work;
17463_2;work;home;
17464_1;home;secondary;
17464_1;secondary;home;
17465_1;home;work;
17465_1;work;home;
17465_2;home;work;
17465_2;work;home;
17465_3;home;work;
17465_3;work;home;
17466_1;home;work;
17466_1;work;home;
17466_2;home;work;
17466_2;work;home;
17467_1;home;secondary;
17467_1;secondary;home;
17467_2;home;secondary;
17467_2;secondary;home;
17468_1;home;work;
17468_1;work;home;
17469_1;home;work;
17469_1;work;home;
1746_1;home;work;
1746_1;work;home;
1746_2;home;work;
1746_2;work;home;
17470_1;home;work;
17470_1;work;home;
17470_2;home;work;
17470_2;work;home;
17471_1;home;secondary;
17471_1;secondary;home;
17472_1;home;work;
17472_1;work;home;
17472_2;home;work;
17472_2;work;home;
17472_3;home;work;
17472_3;work;home;
17473_1;home;work;
17473_1;work;home;
17474_1;home;secondary;
17474_1;secondary;home;
17474_2;home;secondary;
17474_2;secondary;home;
17475_1;home;work;
17475_1;work;home;
17475_2;home;work;
17475_2;work;home;
17476_1;home;secondary;
17476_1;secondary;home;
17476_2;home;secondary;
17476_2;secondary;home;
17477_1;home;secondary;
17477_1;secondary;home;
17477_2;home;work;
17477_2;work;home;
17477_3;home;work;
17477_3;work;home;
17477_4;home;work;
17477_4;work;home;
17478_1;home;work;
17478_1;work;home;
17478_2;home;secondary;
17478_2;secondary;home;
17478_3;home;work;
17478_3;work;home;
17479_1;home;secondary;
17479_1;secondary;home;
1747_1;home;work;
1747_1;work;home;
1747_2;home;work;
1747_2;work;home;
17480_1;home;work;
17480_1;work;home;
17480_2;home;work;
17480_2;work;home;
17480_5;home;work;
17480_5;work;home;
17481_1;home;work;
17481_1;work;home;
17481_2;home;work;
17481_2;work;home;
17482_1;home;work;
17482_1;work;home;
17482_2;home;secondary;
17482_2;secondary;home;
17483_1;home;work;
17483_1;work;home;
17484_1;home;secondary;
17484_1;secondary;home;
17485_1;home;work;
17485_1;work;home;
17485_2;home;secondary;
17485_2;secondary;home;
17486_1;home;work;
17486_1;work;home;
17487_1;home;work;
17487_1;work;home;
17487_2;home;work;
17487_2;work;home;
17488_1;home;work;
17488_1;work;home;
17488_2;home;work;
17488_2;work;home;
17489_1;home;work;
17489_1;work;home;
1748_1;home;secondary;
1748_1;secondary;home;
1748_2;home;secondary;
1748_2;secondary;home;
17490_1;home;work;
17490_1;work;home;
17490_2;home;secondary;
17490_2;secondary;home;
17491_1;home;work;
17491_1;work;home;
17491_2;home;work;
17491_2;work;home;
17492_1;home;work;
17492_1;work;home;
17493_1;home;secondary;
17493_1;secondary;home;
17493_2;home;secondary;
17493_2;secondary;home;
17494_1;home;work;
17494_1;work;home;
17495_1;home;secondary;
17495_1;secondary;home;
17495_2;home;secondary;
17495_2;secondary;home;
17496_1;home;work;
17496_1;work;home;
17496_2;home;work;
17496_2;work;home;
17497_1;home;work;
17497_1;work;home;
17498_1;home;work;
17498_1;work;home;
17499_1;home;work;
17499_1;work;home;
17499_2;home;secondary;
17499_2;secondary;home;
1749_1;home;work;
1749_1;work;home;
1749_2;home;secondary;
1749_2;secondary;home;
174_1;home;work;
174_1;work;home;
174_2;home;secondary;
174_2;secondary;home;
17500_1;home;work;
17500_1;work;home;
17500_2;home;work;
17500_2;work;home;
17501_1;home;work;
17501_1;work;home;
17501_2;home;work;
17501_2;work;home;
17502_1;home;work;
17502_1;work;home;
17502_2;home;work;
17502_2;work;home;
17502_3;home;work;
17502_3;work;home;
17502_4;home;work;
17502_4;work;home;
17503_1;home;work;
17503_1;work;home;
17503_4;home;work;
17503_4;work;home;
17504_1;home;secondary;
17504_1;secondary;home;
17504_2;home;secondary;
17504_2;secondary;home;
17505_1;home;secondary;
17505_1;secondary;home;
17505_2;home;work;
17505_2;work;home;
17506_1;home;work;
17506_1;work;home;
17507_1;home;work;
17507_1;work;home;
17507_2;home;work;
17507_2;work;home;
17507_3;home;work;
17507_3;work;home;
17508_1;home;work;
17508_1;work;home;
17508_3;home;work;
17508_3;work;home;
17509_1;home;work;
17509_1;work;home;
17509_2;home;work;
17509_2;work;home;
1750_1;home;secondary;
1750_1;secondary;home;
17510_1;home;work;
17510_1;work;home;
17510_2;home;work;
17510_2;work;home;
17511_1;home;work;
17511_1;work;home;
17511_2;home;work;
17511_2;work;home;
17512_1;home;work;
17512_1;work;home;
17512_2;home;work;
17512_2;work;home;
17513_1;home;work;
17513_1;work;home;
17513_2;home;secondary;
17513_2;secondary;home;
17514_1;home;secondary;
17514_1;secondary;home;
17515_1;home;work;
17515_1;work;home;
17515_2;home;work;
17515_2;work;home;
17516_1;home;secondary;
17516_1;secondary;home;
17517_1;home;secondary;
17517_1;secondary;home;
17517_2;home;secondary;
17517_2;secondary;home;
17517_3;home;secondary;
17517_3;secondary;home;
17517_4;home;work;
17517_4;work;home;
17518_1;home;secondary;
17518_1;secondary;home;
17519_1;home;work;
17519_1;work;home;
17519_2;home;work;
17519_2;work;home;
17519_3;home;work;
17519_3;work;home;
17519_4;home;work;
17519_4;work;home;
1751_1;home;work;
1751_1;work;home;
17520_1;home;work;
17520_1;work;home;
17520_2;home;work;
17520_2;work;home;
17521_1;home;secondary;
17521_1;secondary;home;
17521_2;home;secondary;
17521_2;secondary;home;
17521_3;home;secondary;
17521_3;secondary;home;
17521_4;home;work;
17521_4;work;home;
17522_1;home;secondary;
17522_1;secondary;home;
17522_2;home;secondary;
17522_2;secondary;home;
17523_1;home;secondary;
17523_1;secondary;home;
17524_1;home;work;
17524_1;work;home;
17524_3;home;secondary;
17524_3;secondary;home;
17525_1;home;work;
17525_1;work;home;
17525_2;home;work;
17525_2;work;home;
17526_1;home;secondary;
17526_1;secondary;home;
17527_1;home;work;
17527_1;work;home;
17527_2;home;work;
17527_2;work;home;
17528_1;home;secondary;
17528_1;secondary;home;
17528_2;home;secondary;
17528_2;secondary;home;
17529_1;home;secondary;
17529_1;secondary;home;
17529_2;home;secondary;
17529_2;secondary;home;
1752_1;home;work;
1752_1;work;home;
17530_1;home;work;
17530_1;work;home;
17531_1;home;work;
17531_1;work;home;
17531_2;home;work;
17531_2;work;home;
17532_1;home;work;
17532_1;work;home;
17533_1;home;work;
17533_1;work;home;
17533_2;home;work;
17533_2;work;home;
17533_3;home;work;
17533_3;work;home;
17534_1;home;work;
17534_1;work;home;
17534_2;home;work;
17534_2;work;home;
17535_1;home;work;
17535_1;work;home;
17536_1;home;secondary;
17536_1;secondary;home;
17536_2;home;secondary;
17536_2;secondary;home;
17536_3;home;secondary;
17536_3;secondary;home;
17536_4;home;work;
17536_4;work;home;
17537_1;home;work;
17537_1;work;home;
17538_1;home;work;
17538_1;work;home;
17539_1;home;work;
17539_1;work;home;
17539_2;home;work;
17539_2;work;home;
1753_1;home;work;
1753_1;work;home;
17540_1;home;work;
17540_1;work;home;
17540_2;home;secondary;
17540_2;secondary;home;
17541_1;home;work;
17541_1;work;home;
17541_2;home;secondary;
17541_2;secondary;home;
17542_1;home;work;
17542_1;work;home;
17542_2;home;secondary;
17542_2;secondary;home;
17543_1;home;work;
17543_1;work;home;
17543_2;home;work;
17543_2;work;home;
17543_3;home;work;
17543_3;work;home;
17544_1;home;work;
17544_1;work;home;
17544_2;home;secondary;
17544_2;secondary;home;
17545_1;home;work;
17545_1;work;home;
17546_1;home;secondary;
17546_1;secondary;home;
17546_2;home;work;
17546_2;work;home;
17547_1;home;work;
17547_1;work;home;
17547_2;home;work;
17547_2;work;home;
17547_3;home;work;
17547_3;work;home;
17547_9;home;secondary;
17547_9;secondary;home;
17548_1;home;secondary;
17548_1;secondary;home;
17548_2;home;secondary;
17548_2;secondary;home;
17549_1;home;secondary;
17549_1;secondary;home;
17549_2;home;work;
17549_2;work;home;
17549_3;home;work;
17549_3;work;home;
1754_1;home;secondary;
1754_1;secondary;home;
1754_3;home;work;
1754_3;work;home;
1754_4;home;secondary;
1754_4;secondary;home;
1754_5;home;work;
1754_5;work;home;
1754_6;home;work;
1754_6;work;home;
1754_7;home;secondary;
1754_7;secondary;home;
17550_1;home;secondary;
17550_1;secondary;home;
17550_2;home;secondary;
17550_2;secondary;home;
17551_1;home;work;
17551_1;work;home;
17552_1;home;work;
17552_1;work;home;
17552_2;home;secondary;
17552_2;secondary;home;
17553_1;home;secondary;
17553_1;secondary;home;
17553_2;home;secondary;
17553_2;secondary;home;
17554_1;home;secondary;
17554_1;secondary;home;
17554_2;home;secondary;
17554_2;secondary;home;
17555_1;home;work;
17555_1;work;home;
17555_3;home;work;
17555_3;work;home;
17556_1;home;secondary;
17556_1;secondary;home;
17556_2;home;secondary;
17556_2;secondary;home;
17557_1;home;work;
17557_1;work;home;
17557_2;home;work;
17557_2;work;home;
17558_1;home;work;
17558_1;work;home;
17558_5;home;work;
17558_5;work;home;
17559_1;home;work;
17559_1;work;home;
17559_2;home;work;
17559_2;work;home;
1755_1;home;work;
1755_1;work;home;
1755_2;home;secondary;
1755_2;secondary;home;
17560_1;home;work;
17560_1;work;home;
17560_2;home;work;
17560_2;work;home;
17560_3;home;work;
17560_3;work;home;
17561_1;home;work;
17561_1;work;home;
17562_1;home;work;
17562_1;work;home;
17562_2;home;work;
17562_2;work;home;
17563_1;home;work;
17563_1;work;home;
17563_2;home;work;
17563_2;work;home;
17564_1;home;work;
17564_1;work;home;
17564_2;home;work;
17564_2;work;home;
17565_1;home;secondary;
17565_1;secondary;home;
17566_1;home;secondary;
17566_1;secondary;home;
17566_2;home;secondary;
17566_2;secondary;home;
17567_1;home;work;
17567_1;work;home;
17567_2;home;work;
17567_2;work;home;
17568_1;home;work;
17568_1;work;home;
17568_2;home;secondary;
17568_2;secondary;home;
17569_1;home;work;
17569_1;work;home;
17569_2;home;work;
17569_2;work;home;
1756_1;home;secondary;
1756_1;secondary;home;
1756_2;home;secondary;
1756_2;secondary;home;
17570_1;home;work;
17570_1;work;home;
17570_2;home;secondary;
17570_2;secondary;home;
17571_1;home;work;
17571_1;work;home;
17572_1;home;work;
17572_1;work;home;
17572_2;home;work;
17572_2;work;home;
17572_3;home;work;
17572_3;work;home;
17572_4;home;work;
17572_4;work;home;
17573_1;home;work;
17573_1;work;home;
17573_2;home;work;
17573_2;work;home;
17574_1;home;work;
17574_1;work;home;
17575_1;home;work;
17575_1;work;home;
17575_2;home;work;
17575_2;work;home;
17576_1;home;work;
17576_1;work;home;
17576_2;home;secondary;
17576_2;secondary;home;
17577_1;home;work;
17577_1;work;home;
17577_2;home;secondary;
17577_2;secondary;home;
17578_1;home;work;
17578_1;work;home;
17578_2;home;work;
17578_2;work;home;
17579_1;home;work;
17579_1;work;home;
1757_1;home;work;
1757_1;work;home;
1757_4;home;secondary;
1757_4;secondary;home;
17580_1;home;secondary;
17580_1;secondary;home;
17580_2;home;secondary;
17580_2;secondary;home;
17581_1;home;work;
17581_1;work;home;
17581_2;home;secondary;
17581_2;secondary;home;
17582_1;home;work;
17582_1;work;home;
17582_2;home;work;
17582_2;work;home;
17583_1;home;work;
17583_1;work;home;
17583_2;home;secondary;
17583_2;secondary;home;
17584_1;home;work;
17584_1;work;home;
17584_2;home;work;
17584_2;work;home;
17585_1;home;secondary;
17585_1;secondary;home;
17586_1;home;work;
17586_1;work;home;
17586_2;home;work;
17586_2;work;home;
17586_3;home;work;
17586_3;work;home;
17587_1;home;work;
