iteration;avg_executed;avg_worst;avg_average;avg_best
0;-34.288488853064884;-34.288488853064884;-34.288488853064884;-34.288488853064884
1;-16.802421508493875;-17.86110802993493;-17.315651982812753;-16.770195935690648
