iteration;avg_executed;avg_worst;avg_average;avg_best
0;-34.36953689485048;-34.36953689485048;-34.36953689485048;-34.36953689485048
1;-16.6593755484598;-17.73068240241195;-17.183353598853493;-16.63602479529511
