iteration;car;pt;walk
0;0.7818095351325645;0.1888360480323386;0.029354416835096896
1;0.7708714778266555;0.19126738794435857;0.03786113422898585
2;0.760040423255261;0.19368089406729283;0.046278682677446205
3;0.7498038283200571;0.19572583521578885;0.054470336464154084
4;0.7399714659374629;0.1974557127571038;0.06257282130543336
5;0.7306027820710974;0.19884674830579005;0.0705504696231126
