iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN replanning;END replanning;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;replanning;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
42;14:26:01;14:26:01;14:26:01;14:26:01;14:26:01;14:26:01;;;14:26:01;14:26:01;14:26:01;14:26:01;14:26:01;14:26:01;14:26:01;14:26:01;14:26:01;14:26:01;14:26:01;14:26:01;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
43;14:26:01;14:26:01;14:26:01;14:26:01;14:26:01;14:26:01;;;14:26:01;14:26:01;14:26:01;14:26:01;14:26:01;14:26:01;14:26:01;14:26:01;14:26:01;14:26:01;14:26:02;14:26:02;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
44;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;;;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
45;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;;;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
46;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;;;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
47;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;;;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
48;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;;;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
49;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;;;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;14:26:02;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
50;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
51;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;;;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
52;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;;;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
53;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;;;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
54;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;;;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
55;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;;;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:03;14:26:04;14:26:04;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
56;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;;;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
57;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;;;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
58;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;;;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
59;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;;;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
60;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;;;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
61;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;;;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:04;14:26:05;14:26:05;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
62;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;;;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
63;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;;;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
64;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;;;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
65;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;;;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
66;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;;;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
67;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;;;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:05;14:26:06;14:26:06;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
68;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;;;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
69;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;;;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
70;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;;;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
71;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;;;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
72;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;;;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
73;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;;;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;14:26:06;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
74;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;;;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
75;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;;;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
76;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;;;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
77;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;;;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
78;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;;;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
79;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;;;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:07;14:26:08;14:26:08;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
80;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;;;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
81;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;;;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
82;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;;;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
83;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;;;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
84;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;;;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
85;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;;;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;14:26:08;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
86;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;;;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
87;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;;;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
88;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;;;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
89;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;;;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
90;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;;;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
91;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;;;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:09;14:26:10;14:26:10;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
92;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;;;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
93;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;;;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
94;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;;;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
95;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;;;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
96;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;;;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
97;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;;;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:10;14:26:11;14:26:11;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
98;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;;;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
99;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;;;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
100;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
101;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;;;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
102;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;;;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
103;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;;;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:11;14:26:12;14:26:12;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
104;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;;;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
105;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;;;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
106;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;;;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
107;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;;;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
108;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;;;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
109;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;;;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:12;14:26:13;14:26:13;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
110;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;;;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
111;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;;;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
112;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;;;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
113;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;;;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
114;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;;;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
115;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;;;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:13;14:26:14;14:26:14;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
116;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;;;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
117;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;;;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
118;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;;;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
119;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;;;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
120;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;;;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
121;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;;;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:14;14:26:15;14:26:15;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
122;14:26:15;14:26:15;14:26:15;14:26:15;14:26:15;14:26:15;;;14:26:15;14:26:15;14:26:15;14:26:15;14:26:15;14:26:15;14:26:15;14:26:15;14:26:15;14:26:15;14:26:15;14:26:15;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
